tempo,medidaSensor1,medidaFiltradaSensor1,medidaSensor2,medidaFiltradaSensor2
48415,920,929,931,931
48466,920,929,931,931
48518,920,929,930,931
48569,920,929,931,931
48620,920,929,931,931
48671,920,930,931,931
48722,920,930,931,931
48774,920,930,931,931
48825,920,930,931,931
48876,921,930,931,931
48927,920,930,931,931
48978,920,930,931,931
49030,920,930,931,931
49081,920,930,931,931
49132,920,929,932,930
49183,920,929,931,930
49234,920,929,931,930
49286,920,929,931,930
49337,920,929,931,930
49388,920,929,931,930
49439,920,929,931,930
49490,920,929,931,930
49543,921,930,931,930
49594,920,929,931,930
49645,919,929,931,930
49696,920,929,931,930
49747,920,929,931,930
49799,920,929,931,930
49850,920,929,931,930
49901,920,929,931,931
49952,919,929,931,930
50003,920,929,931,930
50055,920,929,931,930
50106,920,929,930,930
50157,920,929,931,930
50208,919,929,931,930
50259,920,929,931,930
50311,920,929,931,930
50362,920,929,930,930
50413,920,929,931,930
50464,921,929,931,930
50515,920,929,931,930
50567,920,929,931,930
50618,920,929,931,930
50669,920,929,931,930
50720,920,929,931,930
50771,920,929,931,930
50823,920,929,931,930
50874,920,929,931,930
50925,920,929,930,930
50977,920,929,930,930
51028,920,929,931,930
51080,920,929,930,930
51131,920,929,931,930
51182,920,929,931,930
51233,920,929,931,930
51284,920,929,931,930
51336,920,929,931,930
51387,919,929,931,930
51438,919,929,931,930
51489,920,929,930,930
51540,920,929,931,930
51592,920,929,931,930
51643,920,929,931,930
51694,920,929,931,930
51745,919,929,931,930
51796,919,929,931,930
51848,920,929,931,930
51899,920,929,930,930
51950,920,929,931,930
52001,920,929,930,930
52052,919,929,930,930
52104,919,929,931,930
52155,920,929,931,930
52206,920,929,931,930
52257,920,929,931,930
52308,920,929,931,931
52360,920,929,931,931
52412,920,929,930,931
52463,920,929,931,931
52514,920,929,931,931
52566,920,929,931,931
52617,920,929,931,931
52668,920,929,931,931
52719,920,929,930,931
52770,920,929,931,931
52822,920,929,931,931
52873,920,929,931,931
52924,920,929,931,931
52975,920,929,931,931
53026,920,929,931,931
53078,920,929,931,931
53129,920,929,931,931
53180,920,930,930,931
53231,920,930,931,930
53282,920,929,932,930
53334,920,929,931,930
53385,920,929,931,930
53436,920,929,931,930
53487,920,929,931,930
53538,920,929,931,930
53590,920,929,931,930
53641,920,929,931,930
53692,919,929,931,930
53743,920,929,931,930
53794,919,929,931,930
53846,919,929,931,930
53898,920,929,931,930
53949,920,929,931,931
54000,920,929,931,931
54051,920,929,931,931
54103,920,929,931,931
54154,920,929,931,931
54205,920,929,930,931
54256,919,929,931,931
54307,919,929,930,931
54359,920,929,931,930
54410,920,929,930,930
54461,920,929,931,930
54512,920,929,931,930
54563,920,929,931,930
54615,919,929,931,930
54666,920,929,931,930
54717,920,929,931,930
54768,920,929,931,930
54819,920,929,931,930
54871,919,929,931,930
54922,920,929,931,930
54973,920,929,931,931
55024,920,929,931,931
55075,920,929,932,931
55127,920,929,930,931
55178,920,929,931,930
55229,920,929,931,930
55280,919,929,931,930
55332,920,929,930,930
55384,920,929,931,930
55435,920,929,930,930
55486,920,929,931,930
55537,920,929,931,930
55588,920,929,931,930
55640,920,929,931,930
55691,920,929,931,930
55742,919,929,931,930
55793,920,929,931,930
55844,919,929,931,930
55896,920,929,931,931
55947,920,929,931,931
55998,920,929,931,930
56049,919,929,931,930
56100,920,929,931,930
56152,919,929,930,930
56203,920,929,931,930
56254,920,929,931,930
56305,919,929,931,930
56356,919,929,930,930
56408,920,929,931,930
56459,920,929,931,930
56510,919,929,931,930
56561,920,929,931,930
56612,920,929,931,930
56664,920,929,931,930
56715,920,929,931,930
56767,920,929,931,930
56818,920,929,931,930
56869,920,929,931,930
56921,920,929,931,930
56972,920,929,930,930
57023,920,929,931,930
57074,920,929,931,930
57125,920,929,930,930
57177,920,929,931,930
57228,920,929,931,930
57279,920,929,931,930
57330,920,929,931,930
57381,920,929,931,930
57433,919,929,931,930
57484,919,929,931,930
57535,920,929,930,930
57586,919,929,931,930
57637,920,929,930,930
57689,920,929,931,930
57740,919,929,931,930
57791,919,929,931,930
57842,919,929,931,930
57893,919,929,930,930
57945,920,929,931,930
57996,920,929,931,930
58047,920,929,930,930
58098,919,929,930,930
58149,920,929,930,930
58202,920,929,931,930
58253,920,929,930,930
58304,920,929,930,930
58355,920,929,931,930
58406,920,929,931,930
58458,919,929,931,930
58509,920,929,930,930
58560,920,929,930,930
58611,920,929,931,930
58662,919,929,931,930
58714,919,929,931,930
58765,919,929,931,930
58816,920,929,931,930
58867,919,929,930,930
58918,919,929,931,930
58970,920,929,931,930
59021,919,929,931,930
59072,920,929,930,930
59123,919,929,931,930
59174,919,929,931,930
59226,919,929,930,930
59277,919,929,931,930
59328,919,929,930,930
59379,920,929,931,930
59430,920,929,930,930
59482,920,929,931,930
59533,920,929,931,930
59585,920,929,931,930
59636,919,929,930,930
59687,919,929,931,930
59739,919,929,931,930
59790,919,929,930,930
59841,919,929,931,930
59892,919,929,931,930
59943,920,929,931,930
59995,920,929,931,930
60046,919,929,930,930
60097,920,929,931,930
60148,919,929,930,930
60199,919,929,931,930
60251,920,929,931,930
60302,920,929,931,930
60353,919,929,931,930
60404,919,929,931,930
60455,919,929,930,930
60507,919,929,931,930
