tempo,medidaSensor1,medidaFiltradaSensor1,medidaSensor2,medidaFiltradaSensor2
58153,947,955,956,956
58205,946,955,957,956
58256,946,955,956,956
58307,946,955,957,956
58358,947,955,957,956
58409,947,955,956,956
58461,946,955,956,956
58512,946,955,957,956
58563,947,955,956,956
58614,946,955,956,956
58665,947,955,956,956
58717,946,955,956,956
58768,947,955,956,956
58819,947,955,956,956
58871,946,955,956,956
58923,947,955,956,956
58974,947,955,956,956
59025,947,955,956,956
59076,946,955,956,956
59127,946,955,956,956
59179,947,955,956,956
59230,947,955,957,956
59281,946,955,956,956
59332,946,955,957,956
59383,946,955,956,956
59435,946,955,956,956
59486,947,955,956,956
59537,947,955,956,956
59588,946,955,956,956
59639,947,955,957,956
59691,946,955,956,956
59742,947,955,957,956
59793,947,955,956,956
59844,946,955,956,956
59895,947,955,957,956
59947,946,955,956,956
59998,946,955,956,956
60049,947,955,956,956
60100,946,955,956,956
60152,946,955,957,956
60204,947,955,956,956
60255,947,955,957,956
60306,946,955,956,956
60357,946,955,957,956
60408,947,955,957,956
60460,946,955,956,956
60511,946,955,956,956
